Topic,Count,Name,CustomName,Representation,OpenAI,Representative_Docs
108,619,108_hafenstrategie_häfen_hafen_schifffahrt,Maritime Wirtschaft und Infrastruktur,"['hafenstrategie', 'häfen', 'hafen', 'schifffahrt', 'seeschifffahrt', 'binnenschifffahrt', 'werften', 'schiffbau', 'maritime', 'schiffe']",['Maritime Wirtschaft und Hafenfinanzierung'],"['Wir brauchen die maritime Wirtschaft, auch wenn das dem einen oder anderen nicht bewusst ist. Deshalb sollten wir die maritime Wirtschaft auch als Schlüsselbranche bezeichnen. Sie sollte Schlüsselbranche sein in der Nationalen Industriestrategie, Herr Staatssekretär, über die wir uns in den letzten Wochen und Monaten ja tüchtig unterhalten haben. Die maritime Wirtschaft steht nämlich vor großen Herausforderungen, die wir mit diesem Antrag benennen und auch begleiten wollen. Der Schwerpunkt unseres Antrages in diesem Jahr ist die maritime Energiewende. Da stehen wir vor großen Herausforderungen, aber, wie ich meine, es bestehen auch riesengroße Chancen. Die Stärke der deutschen Werften liegt im Spezialschiffbau und auf Hightech. Jetzt haben wir die Chance, die richtigen Weichen zu stellen, um Vorreiter zu werden im Bereich Green Shipping, und dafür, dass der Spezialschiffbau in diesem Bereich einen Schwerpunkt bekommt.', 'Ich muss immer wieder auf die Bedeutung der Seeschifffahrt hinweisen: 90\xa0Prozent des Warenhandels gehen über den Seeweg. Die maritime Wirtschaft, das\r\n                    kann man so sagen, ist ein Grundpfeiler des wirtschaftlichen Erfolgs unseres Landes, und die Seeleute, meine Damen und Herren, sind das Rückgrat der maritimen\r\n                    Wirtschaft.', 'Keine Frage, Häfen haben eine strategische Bedeutung. Wir sehen das in Wilhelmshaven, in Lubmin. Sie haben strategische Bedeutung für die Energieversorgung, und sie haben strategische Bedeutung für die Lieferketten. Die Häfen sind die Lebensadern der Wirtschaft. Deswegen gehören sie gefördert; keine Frage. Aber Häfen bedeuten auch Wertschöpfung und Arbeit für die Menschen in den deutschen Häfen und darum herum. Deswegen ist es nicht egal, ob der Toaster über die ARA-Häfen oder über Hamburg, Bremen oder Emden kommt bzw. exportiert wird. Aber Wertschöpfung gibt es eben nicht nur über die Häfen in Norddeutschland; moderne Antriebssysteme kommen zum Beispiel auch aus Baden-Württemberg. Viele, viele Komponenten, die mit der maritimen Wirtschaft zu tun haben, kommen aus ganz anderen Bundesländern, als Sie vielleicht vermuten könnten. Deswegen haben wir ein gesamtstaatliches Interesse daran, die Häfen zu fördern.']"
109,593,109_betriebsrätegesetz_betriebsratsarbeit_betriebsräte_betriebsrats,Betriebliche Mitbestimmung und Betriebsräte,"['betriebsrätegesetz', 'betriebsratsarbeit', 'betriebsräte', 'betriebsrats', 'betriebsrates', 'betriebsrat', 'betriebsverfassungsgesetzes', 'betriebsverfassungsgesetz', 'mitbestimmungsrechte', 'betriebsräten']",['Betriebliche Mitbestimmung und Betriebsräte'],"['In den Anträgen kann ich diese Analyse des IAB allerdings kaum erkennen. Deshalb ist es wichtig, dass wir Gesetze wie das zur Modernisierung der Betriebsverfassung gemacht haben, um die klassische betriebliche Mitbestimmung endlich mit der digitalen Welt zu verbinden; denn wir wissen ja, dass dort, wo betriebliche Mitbestimmung lebt, die vertrauensvolle Zusammenarbeit und auch die Tarifbindung stärker sind. Dort, wo es Betriebs- und Personalräte gibt, wo es betriebliche Mitbestimmung gibt, liegt die Tarifbindung bei 78\xa0Prozent, und wo es keine betriebliche Mitbestimmung, keine Mitbestimmungskultur gibt, liegt die Tarifbindung bei etwa 24\xa0Prozent. Deshalb war die Modernisierung der Betriebsverfassung ein wichtiger Punkt, um durch mehr betriebliche Mitbestimmung auch wieder mehr Tarifbindung zu erreichen. Die Nahrungskette ist offenkundig: betriebliche Mitbestimmung, Tarifbindung, gute Löhne, fairer Wettbewerb. Das ist soziale Marktwirtschaft.', 'Sehr geehrter Herr Präsident! Sehr geehrter Herr Minister! Kolleginnen und Kollegen! Es ist gut, dass es jetzt doch noch eine Reform der betrieblichen Mitbestimmung geben wird. Die weißen Flecken bei der Mitbestimmung sind groß. Die Betriebsräte brauchen mehr Schutz. Und die Mitbestimmung muss an die Digitalisierung und Transformation angepasst werden. Diese großen Herausforderungen können in den Unternehmen nur gemeinsam, also mit den Beschäftigten und den Betriebsräten, bewältigt werden, und das funktioniert nur mit einer Mitbestimmung auf Augenhöhe.', 'Das A und O ist eine starke betriebliche Mitbestimmung.']"
110,576,110_solidaritätszuschlag_solidaritätszuschlags_solidaritätszuschlages_soliabschaffung,Abschaffung des Solidaritätszuschlags,"['solidaritätszuschlag', 'solidaritätszuschlags', 'solidaritätszuschlages', 'soliabschaffung', 'solidarpakt', 'soli', 'einkommensteuer', 'solidarpakts', 'entlastung', 'abzuschaffen']",['Solidaritätszuschlag Abschaffung und Steuerentlastung'],"['Wir beginnen heute das Projekt, auf das ich zusammen mit vielen Kollegen seit vielen Jahren hingearbeitet habe: die Abschaffung des Solidaritätszuschlages. Wir haben in den letzten Wochen, Monaten, Jahren immer wieder allen Versuchen widerstanden, den Soli umzuwidmen. Welche Vorschläge gab es? Umwidmung des Soli in einen Digitalsoli, in einen Bildungssoli, in einen Aufbau-West-Soli, in einen Digital-Infrastruktur-West-Soli, in einen Klimasoli. All diese Dinge haben wir zu Recht abgewehrt. Wir haben auch dem Versuch widerstanden, den Soli in den Einkommensteuertarif zu integrieren, ihn quasi zu verstecken. Dem allen haben wir einen Riegel vorgeschoben. Das ist ein wichtiges Signal, weil es zeigt: Mit der Union gibt es keine steuerlichen Taschenspielertricks.', 'zur Abschaffung des Soli und zur Unterstützung von Familienunternehmen gesagt:', 'Ich kann Ihnen nicht verwehren, die Abschaffung des Soli zu fordern. Aber wo ist denn im Haushaltsausschuss Ihr Vorschlag zu Einsparungen?']"
111,560,111_wasserversorgung_trinkwasserversorgung_wasser_wasserstrategie,Wasserversorgung und Wasserstrategie,"['wasserversorgung', 'trinkwasserversorgung', 'wasser', 'wasserstrategie', 'wassers', 'wassermanagement', 'trinkwasser', 'wasserrahmenrichtlinie', 'grundwasser', 'gewässer']",['Wasserzugang und Wassermanagement'],"['Meine Damen und Herren, Wasser ist das Elixier des Lebens. Ohne Wasserzufuhr können wir nur wenige Tage überleben. Ohne Wasser keine Landwirtschaft und ohne Landwirtschaft keine Nahrung. Wasser ist an vielen Orten der Erde knapp, und die Konflikte um diese lebenswichtige Ressource nehmen dramatisch zu.', 'Derzeit haben etwa 785\xa0Millionen Menschen keinen Zugang zu Trinkwasser. Kein Lebensmittel ist so unverzichtbar wie Wasser. Mit keinem Lebensmittel werden so dreckige Profite wie mit Wasser gemacht. Die Privatisierungen des Wassersektors sowie Freihandels- und Investitionsabkommen haben es den Wasserbaronen von Nestlé, Coca-Cola und Pepsi-Cola ermöglicht, Wasser zur Luxusware zu machen. Während 3,4\xa0Millionen Menschen an Krankheiten durch verunreinigtes Wasser sterben, hat alleine der Konzern Nestlé einen Jahresgewinn von 12,9\xa0Milliarden Schweizer Franken gemacht. Wenn Sie es also mit dem Menschenrecht auf Wasser wirklich ernst meinen, müssten Sie doch endlich Nestlé und Co das Handwerk legen.', 'Sehr geehrter Herr Präsident! Sehr geehrte Kolleginnen und Kollegen! Liebe Zuschauerinnen und Zuschauer! Wir reden heute hier über das Wasserhaushaltsgesetz, also über Wasser. Und wenn es um Wasser geht, wird es meistens emotional. Ich will mal ganz allgemein anfangen: Wasser ist für mich nicht irgendeine Ware; der Zugang zu sauberem Wasser ist für mich ein Menschenrecht. Dass wir hier in Deutschland den Hahn aufdrehen und sauberes Wasser haben, ist keinesfalls eine Selbstverständlichkeit. In vielen Ländern ist das nicht der Fall. Deswegen müssen wir alles dafür tun, diesen Zustand zu erhalten.']"
112,519,112_digitalpakt_digitalpakts_digitale_digitalisierung,DigitalPakt Schule Umsetzung,"['digitalpakt', 'digitalpakts', 'digitale', 'digitalisierung', 'digital', 'digitalen', 'digitales', 'digitaler', 'schulen', 'schule']",['Digitale Bildung und Schulen'],"['Der beschlossene DigitalPakt ist ein wichtiger Schritt, aber er geht nicht weit genug. Der Bund fördert zwar mit Milliardenbeträgen die technische Ausstattung an den Schulen, aber Länder und Kommunen sind komplett auf sich allein gestellt, wenn es darum geht, Medienkonzepte zu entwickeln, Geräte zu warten, Lehrkräfte zu schulen, Datenschutzstandards zu entwickeln und digitale Schulbücher anzuschaffen. Ohne das alles kann digitale Bildung an den Schulen aber nicht gelingen. Wir brauchen deshalb einen Digitalpakt 2.0.', 'Erstens. Mit dem DigitalPakt Schule unterstützt der Bund die Länder und Gemeinden bei Investitionen in digitale Bildung und Infrastruktur mit 5\xa0Milliarden Euro.', 'Wir haben eine verteilte Verantwortung\xa0– Stichwort: Föderalismus\xa0–, wir haben Steuern, wovon mittlerweile nur noch 40\xa0Prozent beim Bund landen, und die Finanzsituation der Länder und Kommunen vor Corona sah so aus, dass massiv Überschüsse da waren. Der DigitalPakt Schule war ursprünglich nur dafür da, dass die digitale Infrastruktur zu den Schulen hinkommen und in den Schulen ausgebaut werden kann. Das war der Ansatz vom DigitalPakt Schule\xa0– nicht mehr und nicht weniger.']"
113,516,113_handwerksberufe_handwerksbetriebe_handwerk_handwerks,Förderung des Handwerks,"['handwerksberufe', 'handwerksbetriebe', 'handwerk', 'handwerks', 'handwerke', 'handwerksordnung', 'handwerksmeister', 'handwerker', 'handwerksnovelle', 'handwerkskammern']",['Handwerk und Fachkräftemangel'],"['Eine auf die Wiedereinführung der Meisterpflicht reduzierte Betrachtung des Reformbedarfs im Handwerk ist\xa0… nicht ausreichend.', 'Eine andere wichtige Frage habe ich auch noch: Warum tun Sie sich eigentlich so schwer mit einem Bekenntnis zu unseren guten Traditionen? Anstelle eines deutlichen Bekenntnisses zum traditionellen Handwerk führt das BMWi eine Kampagne für das digitale Handwerk. Meinen Sie wirklich, dass so das Handwerk attraktiver wird? Es ist Jahrhunderte ohne Algorithmen ausgekommen. Verstehen Sie mich nicht falsch, nichts gegen Digitalisierung\xa0– manche Tools sind wirklich hilfreich\xa0–, aber traditionelles Handwerk ist eben traditionelles Handwerk und hat seine Daseinsberechtigung.', 'Sorgen wir dafür, dass der Weg in eine Selbstständigkeit gerne gegangen wird, ob im Handwerk oder sonst wo. Wenn Ihnen das Handwerk am Herzen liegt, liebe Kolleginnen und Kollegen, dann stimmen Sie unserem Antrag, mit dem das Handwerk entlastet wird, doch einfach zu.']"
114,512,114_politik_politikverdrossenheit_politischen_politische,Kritik an Oppositionspolitik,"['politik', 'politikverdrossenheit', 'politischen', 'politische', 'politischer', 'politisch', 'symbolpolitik', 'populismus', 'populistischen', 'wahlkampf']",['Politik und Verantwortung'],"['Da ärgert mich der Populismus von der linken Seite des Hauses genauso wie der Populismus von der rechten Seite des Hauses; denn das ist reine Taktik vor den Wahlen. Das hat mit seriöser Politik, meine Damen und Herren, nichts mehr zu tun.', 'Und das ist eine Schieflage Ihrer Politik.', 'Was ist denn das für eine Politik?']"
115,483,115_lufthansa_luftverkehrswirtschaft_luftverkehrs_luftfahrtbranche,Luftverkehrswirtschaft und Lufthansa-Hilfen,"['lufthansa', 'luftverkehrswirtschaft', 'luftverkehrs', 'luftfahrtbranche', 'fluggesellschaften', 'luftverkehr', 'fluggastrechte', 'flugsicherung', 'airlines', 'flugbetrieb']",['Unterstützung der Luftverkehrsbranche'],"['Das Beispiel Lufthansa verdeutlicht das Problem. Die Lufthansa wurde gerettet, aber über 30\u202f000\xa0Menschen wurden entlassen. Über 30\u202f000\xa0Menschen!', 'Das Chaos an den Flughäfen haben definitiv Sie zu verantworten. Für die Sicherheitskontrollen von Passagieren und Handgepäck sind nicht die Airlines und Flughäfen verantwortlich, sondern die Bundespolizei. Vor Monaten wies ich Frau Faeser und ihr Innenministerium in einem an sie gerichteten Schreiben auf die nun real gewordenen Zustände hin. Es passierte damals nichts\xa0– nichts außer Beschwichtigung. Trotz aller Warnungen durch die Bundespolizeigewerkschaft wurden Sicherheitskontrollen\xa0– übrigens ein Teilbereich der Terrorbekämpfung\xa0– an private Sicherheitsfirmen ausgelagert. Wird die Terrorabwehr an Flughäfen bald durch Mindestlöhner und durch türkische Gastarbeiter durchgeführt? Das sind absurde Ideen aus der Denkfabrik von Frau Faeser.', 'Nach jeder Hilfestellung muss sich der WSF aus den betroffenen Unternehmen wieder zeitnah zurückziehen. Dieses Ziel erreichen wir. So hatte die Lufthansa in der größten Krise der Luftfahrt mit der Bundesregierung und der EU-Kommission im Sommer 2020 ein 9\xa0Milliarden Euro schweres Rettungspaket ausgehandelt: 3\xa0Milliarden Euro kamen von der KfW, 6\xa0Milliarden Euro vom WSF. In diesem Rahmen erwarb der Bund auch 20\xa0Prozent an der Lufthansa. Damit konnte die Lufthansa stabilisiert und eine sechsstellige Anzahl von Arbeitsplätzen gesichert werden. Schon im Februar dieses Jahres begann die Lufthansa, einen Teil der in Anspruch genommenen Kredite zurückzuzahlen. Mitte November hatte sie sämtliche Kredite\xa0– insgesamt 3,5\xa0Milliarden Euro\xa0– zurückgezahlt. Der Bund hat schon im August einen Teil seiner Lufthansa-Aktien abgestoßen und ist noch mit 14\xa0Prozent am Konzern beteiligt. Hier wird der Bund bis Oktober 2023 alle seine verbliebenen Anteile verkaufen. Genau so war der WSF gedacht, nämlich dass Unternehmen, die darauf verzichten können, die Hilfen wieder zurückgeben. Das liegt auch im Interesse der Unternehmen. Lufthansa-Chef Carsten Spohr sprach, bezogen auf die Tilgung der Kredite, zuletzt von einem „mentalen Befreiungsschlag“ für sein Unternehmen. Dadurch scheidet letztendlich der Staat als Aktionär aus.']"
116,480,116_umsatzsteuersenkung_mehrwertsteuersenkung_mehrwertsteuer_steuersatz,Mehrwertsteuersenkung in der Gastronomie,"['umsatzsteuersenkung', 'mehrwertsteuersenkung', 'mehrwertsteuer', 'steuersatz', 'umsatzsteuer', 'mehrwertsteuersatz', 'mehrwertsteuersatzes', 'umsatzsteuersatz', 'gastronomie', 'reduzierte']",['Umsatzsteuersenkung für Gastronomie'],"['Wir sagen: Weg mit der Mehrwertsteuer auf Lebensmittel!', 'Ich glaube, die Senkung der Mehrwertsteuer war nicht so klug.', 'Aber damit nicht genug. Im Januar erhöhen Sie die Mehrwertsteuer für Gastronomie, Gas und Fernwärme von 7 auf 19\xa0Prozent.']"
117,468,117_ukraine_ukrainischen_ukrainern_ukrainische,Integration ukrainischer Geflüchteter,"['ukraine', 'ukrainischen', 'ukrainern', 'ukrainische', 'ukrainischer', 'kriegsflüchtlinge', 'flüchtlinge', 'geflüchteten', 'geflüchtete', 'ukrainerinnen']",['Flüchtlingsintegration aus der Ukraine'],"['Sehr geehrte Präsidentin! Liebe Kolleginnen und Kollegen der demokratischen Fraktionen! Seit Beginn der russischen Angriffe auf die Ukraine am 24.\xa0Februar sind nach Angaben der Vereinten Nationen mehr als 3\xa0Millionen Menschen aus der Ukraine geflohen, die meisten von ihnen ins Nachbarland Polen. In Deutschland wurden bisher über 175\u202f000 Geflüchtete aus der Ukraine registriert, mit Zehntausenden mehr ist zu rechnen.', 'Die Folgen des andauernden Angriffskrieges gegen die Ukraine auf Bildung und Wissenschaft sind verheerend: Für eine Vielzahl an Bildungsbiografien der Ukrainerinnen und Ukrainer gibt es unglaubliche Einschnitte. Es ist Aufgabe der Politik, Schülerinnen und Schülern und Studierenden aus der Ukraine in dieser Situation zu helfen. Die Öffnung des BAföG für Geflüchtete aus der Ukraine eröffnet ihnen eine Perspektive an den Hochschulen. Dabei ist das außerordentliche Engagement von DAAD und Alexander-von-Humboldt-Stiftung hervorzuheben. Gut, dass wir in den Haushaltsberatungen gerade die Mittel des DAAD verstetigt haben.', 'ebenso wie den jüdischen Kindern aus ukrainischen Waisenhäusern und allen Geflüchteten.']"
118,448,118_bundeskanzler_merz_kanzler_friedrich,Friedrich Merz und CDU/CSU,"['bundeskanzler', 'merz', 'kanzler', 'friedrich', 'fraktionsvorsitzender', 'fraktionsvorsitzenden', 'rede', 'cdu', 'präsidentin', 'haben']",['Friedrich Merz und CDU-Debatte'],"['Ich zitiere zur Erinnerung Friedrich Merz aus dem Herbst\xa02021:', 'Aber was ist jetzt? Sie haben keinen Kanzler. Sie haben Friedrich Merz.', '–\xa0Doch, es ist so.\xa0– Sie nehmen sich Friedrich Merz vor und sagen, Friedrich Merz hätte so etwas gemacht, zumindest suggerieren Sie das.']"
119,444,119_lobbyregistergesetzes_lobbyregistergesetz_lobbyregisters_lobbyregister,Lobbyregister und Transparenzrichtlinien,"['lobbyregistergesetzes', 'lobbyregistergesetz', 'lobbyregisters', 'lobbyregister', 'abgeordnetengesetz', 'bundestag', 'lobbytätigkeit', 'abgeordneten', 'interessenvertretung', 'interessenvertreter']",['Lobbyregister und Transparenzmaßnahmen'],"['beklagen das nicht nur, sondern haben das Lobbyregister auf den Weg gebracht, das Abgeordnetengesetz geändert.', 'Legen Sie jetzt ein Lobbyregister vor, das den Namen auch verdient!', 'In Vorbereitung empfehle ich Ihnen zur Leseübung noch einmal unseren Gesetzentwurf zum Lobbyregister,']"
120,436,120_postgesetzes_postgesetz_postdienstleistungen_briefzustellung,Post- und Paketmarkt-Reformen,"['postgesetzes', 'postgesetz', 'postdienstleistungen', 'briefzustellung', 'postmarkt', 'paketbranche', 'briefmarkt', 'post', 'briefe', 'paketzustellung']",['Postgesetz und Zustellungsdienstleistungen'],"['Gleichzeitig dürfen wir aber auch feststellen, dass sich in diesem Zusammenhang bei der Post einiges getan hat. Ab dem 1.\xa0Juli gibt es beispielsweise einen Haustarifvertrag bei der Deutschen Post, der die ausgelagerten Regionalgesellschaften und deren Mitarbeiter mit einbezieht. Auch die Nachunternehmerhaftung ist in dieser Woche auf den Weg gebracht worden.', 'Meine Damen und Herren, insbesondere die Paketbranche wächst aufgrund des Onlinehandels jedes Jahr kontinuierlich, und dieser Trend wird sich in den nächsten Jahren weiter verstärken. In 2018 wurden bereits über 3,6\xa0Milliarden Pakete ausgeliefert, und es wird für 2021 eine Steigerung auf 4\xa0Milliarden Pakete prognostiziert. Wir als Union wollen verhindern, dass mit dem Wachstum auch die Verschleierung von Rechtsverstößen weiter zunimmt. Das betrifft vor allem die Subunternehmerketten. Auch der Bundesverband der Kurier-Express-Post-Dienste und sehr wohl auch die Firma Hermes haben sich bereits für eine Ausdehnung der Nachunternehmerhaftung ausgesprochen.', 'Die Wahrheit ist: Von der Entscheidung der Bundesregierung profitieren einzig und allein die Anteilseigner der Deutschen Post\xa0AG. Post-Chef Appel hat ja bereits ganz offen angekündigt: Im Jahr\xa02020 soll der Gewinn der Deutschen Post so auf über 5\xa0Milliarden Euro ansteigen, und allein in der Post- und Paketsparte in Deutschland soll sich das Betriebsergebnis noch in diesem Jahr auf bis zu 1,3\xa0Milliarden Euro verdoppeln. Deshalb bleibe ich dabei: Das, was hier läuft, ist nichts anderes als billige Abzocke.']"
121,428,121_uploadfilter_uploadfiltern_urheberrechtsrichtlinie_urheberrechtsreform,Uploadfilter und Urheberrechtsreform,"['uploadfilter', 'uploadfiltern', 'urheberrechtsrichtlinie', 'urheberrechtsreform', 'urheberrecht', 'urheberrechtlich', 'urheberrechts', 'filter', 'uploads', 'leistungsschutzrecht']",['Uploadfilter und Urheberrechtsreform'],"['Denn wer es beim Thema Uploadfilter ernst meint, schreibt nun wirklich nicht bei der GroKo ab. Denn wer den Kampf gegen Uploadfilter ernst meint, der wird auch sehen, dass die GroKo beim Thema Uploadfilter Glaubwürdigkeit verloren hat.', 'Ende März soll die Urheberrechtsreform beschlossen werden und mit ihr Artikel\xa013, der bestimmt, dass Plattformanbieter im Internet für Rechtsverletzungen nicht erst dann haftbar sind, wenn sie darauf hingewiesen werden, sondern schon ab dem Moment des Uploads. Angesichts der Datenmengen, die täglich auf Plattformen wie Facebook oder YouTube hochgeladen werden, bleibt den Firmen nichts anderes übrig, als sogenannte Uploadfilter zu installieren. Diese Filter werden alles, was Sie, meine Damen und Herren, ins Internet hochladen wollen, überprüfen und automatisch entscheiden, ob der Inhalt eingestellt werden darf oder nicht.', 'Dem habe ich heutzutage nichts hinzuzufügen. Wissend, dass Plattformen verpflichtet werden, Uploadfilter einzusetzen, hat die Bundesregierung versprochen, diese Uploadfilter weitestgehend unnötig zu machen. Das Versprechen haben Sie aber nicht nur gebrochen, nein, jetzt werden Uploadfilter sogar erweitert eingesetzt. Es ist völlig klar, dass es daran auch heftige Kritik gibt, vor allem von jenen, die damals zu Tausenden in Europa protestiert haben.']"
122,419,122_dankeschön_danke_danken_dank,Zusammenarbeit und Dankbarkeit,"['dankeschön', 'danke', 'danken', 'dank', 'mitarbeitenden', 'ausschusssekretariat', 'staatssekretärin', 'ausschussdienstes', 'ausschussdienst', 'mitarbeitern']",['Dank und Zusammenarbeit'],"['Ich möchte mich zum Schluss bei den Mitarbeiterinnen und Mitarbeitern des Haushaltsausschusssekretariats bedanken,', 'Abschließend möchte ich mich bei meinen Kollegen aus den beteiligten Fraktionen und bei den Mitarbeiterinnen und Mitarbeitern der Büros ganz herzlich bedanken.', 'Ich möchte mich bei allen Kolleginnen und Kollegen ganz herzlich für die konzentrierte und faire Zusammenarbeit bedanken. Darüber hinaus möchte ich\r\n                    mich bei den Mitarbeiterinnen und Mitarbeitern der Abgeordneten, der Fraktionen, des BMF und natürlich ganz besonders bei unserem Ausschusssekretariat bedanken.\r\n                    Denn dass wir angesichts dieser vielen Änderungsanträge heute hier stehen und sagen können: „Wir haben präzise festgehalten, was wir beschlossen haben“ und „Es\r\n                    ist bis auf die letzte Zahl klar, worüber wir abstimmen“, ist eine große Leistung. Deshalb den Mitarbeiterinnen und Mitarbeitern unseres Ausschusssekretariats\r\n                    ein ganz herzliches Dankeschön!']"
123,399,123_weihnachten_weihnachtsmann_weihnachtszeit_weihnachtsfest,Weihnachtsgrüße und Jahresenddank,"['weihnachten', 'weihnachtsmann', 'weihnachtszeit', 'weihnachtsfest', 'weihnachtsbaum', 'frohe', 'frohes', 'herzlichen', 'advent', 'dank']",['Weihnachtsgrüße im Bundestag'],"['Ich wünsche allen frohe Weihnachten und einen guten Rutsch.', 'Ich wünsche Ihnen auch noch frohe Weihnachten.', 'Ich wünsche Ihnen frohe Weihnachten und alles Gute.']"
124,397,124_geldwäscheaufsicht_bilanzskandal_wirecard_bilanzbetrug,Wirecard-Skandal und Aufsichtsversagen,"['geldwäscheaufsicht', 'bilanzskandal', 'wirecard', 'bilanzbetrug', 'finanzaufsicht', 'bafin', 'wirtschaftsprüfung', 'skandal', 'wirtschaftsprüfer', 'untersuchungsausschuss']",['Wirecard-Skandal und Aufsichtsversagen'],"['Im Fall Wirecard mussten wir lernen: Die Testate von EY waren jahrelang fehlerhaft. Am Ende fehlten 1,9\xa0Milliarden Euro auf Treuhandkonten in Asien. Das ist ein Drittel der zuletzt testierten Wirecard-Bilanzsumme, liebe Kolleginnen und Kollegen.', 'An dieser Stelle kann ich an die Adresse der BaFin sagen: Wir sind damit auch überhaupt nicht glücklich. Die BaFin hat kein Ersatzvornahmerecht; das ist richtig. Aber die Tochter der Wirecard\xa0AG, die Wirecard Bank\xa0AG, liegt sehr wohl im Verantwortungsbereich der BaFin.', 'Die Lehren aus dem Wirecard-Skandal sind so zahlreich, dass es unmöglich ist, sie in einer Rede zusammenzufassen. Ich möchte mich daher hier auf drei Punkte konzentrieren: Zum einen: Wirecard ist die Geschichte einer kriminellen Bande, die es bis in den DAX geschafft hat. Zum Zweiten: Die Kontrollinstitution Wirtschaftsprüfung hat total versagt. Und letztlich: Der Fall Wirecard hat wie kein anderer gezeigt, wie Lobbyismus in unserem Land funktioniert.']"
125,387,125_krankenversicherungen_krankenkassen_krankenversicherung_krankenkasse,Finanzierung der Krankenversicherung,"['krankenversicherungen', 'krankenkassen', 'krankenversicherung', 'krankenkasse', 'gesundheitsfonds', 'privatversicherte', 'privatversicherten', 'bürgerversicherung', 'versicherung', 'versicherte']",['Gesetzliche und private Krankenversicherung'],"['Wenn wir von der Entlastung der Versicherten reden, lohnt auch ein Blick auf die Kassenfinanzen. Die gesetzlichen Kassen haben in den letzten Jahren erhebliche Rücklagen aufgebaut. Unter dem Strich reden wir über ein Geldpolster in Höhe von rund 28\xa0Milliarden Euro. Das Potenzial für Beitragssenkungen haben die Kassen\xa0– vor diesem Hintergrund vorsichtig ausgedrückt\xa0– nicht ausgeschöpft. Wir ziehen deshalb parallel zur Rentenversicherung eine neue gesetzliche Obergrenze und verpflichten Kassen, die die Obergrenze überschreiten, Rücklagen abzubauen und damit den Zusatzbeitrag zu senken. Die Versicherten und Beitragszahler dürfen sich darauf verlassen, dass mit ihren Beiträgen zweckentsprechend umgegangen wird. Die Juliustürme bei den Kassen der gesetzlichen Krankenversicherung gehören so der Vergangenheit an. Aber auch da war uns Augenmaß wichtig. Wir von der Union haben uns dafür eingesetzt, dass dem Abbau zunächst eine Reform des Risikostrukturausgleichs vorausgeht. Mit diesem Junktim stellen wir sicher, dass sich die einzelnen Kassen, die jeweils Geld aus dem Gesundheitsfonds bekommen, das sie zur Versorgung ihrer Versicherten benötigen, nicht nur Versicherte mit guten Risiken aussuchen, sondern sich gleichermaßen um alle kümmern, also auch um die Versicherten mit schlechten Risiken.', 'Meine Damen und Herren, wir wissen, dass in der gesetzlichen Krankenversicherung im nächsten Jahr mindestens 16,6\xa0Milliarden Euro fehlen werden. Davon sollen nur 5\xa0Milliarden Euro aus Steuermitteln ausgeglichen werden. Was ist aus Ihrem Verspechen geworden, die Kosten der Pandemiebekämpfung nicht auf die Beitragszahlerinnen und Beitragszahler abzuwälzen? Sie wollen die Beitragszahler mit insgesamt 11,6\xa0Milliarden Euro belasten, 3,6\xa0Milliarden Euro sofort durch Beitragserhöhungen und 8\xa0Milliarden Euro durch Entnahmen aus den Rücklagen der gesetzlichen Krankenversicherung. Meine Damen und Herren, das ist nichts anderes als zukünftige Beitragserhöhungen. Damit haben Sie wirklich jede Glaubwürdigkeit verloren.', 'Auch volkswirtschaftlich ist die private Krankenversicherung völlig unsinnig. 2017 lagen die Ausgaben für ärztliche Leistungen in der privaten Krankenversicherung bei 6,3\xa0Milliarden Euro, das entspricht 718\xa0Euro pro Person. Die tatsächlichen Kosten liegen sogar noch um ein Viertel höher, weil die Beihilfe noch obendrauf kommt. Das macht dann also ungefähr 1\xa0000\xa0Euro pro Privatversicherten. In der gesetzlichen Krankenversicherung liegen die Ausgaben bei 38\xa0Milliarden Euro, also bei 529\xa0Euro pro Versicherten. Meine Damen und Herren, das bedeutet, dass die Behandlung in der privaten Krankenversicherung doppelt so teuer ist wie in der gesetzlichen Krankenversicherung. Davon profitieren nur die Versicherungskonzerne und die Ärzte. Wir sagen: Schluss damit!']"
